"binom","body.size","rel.wing","resid.wing","range.size","bio1_mean","range.elev","max.mean.elev","min.mean.elev","max.elev","min.elev","max.min.elev","min.max.elev","max.mean.elev.finer","min.mean.elev.finer","range.elev.finer","bio6_mean"
"Epitheca_cynosura",40.5,0.905061005749971,0.00254111438508842,2.44e+12,97.15236854,2664.108448642,2667.869141,3.760692358,3607,-78,1998,17,2873.612654,4.730472103,2868.882181897,-93.69615239
"Epitheca_petechialis",42,0.90090783131683,-0.100101678590369,3.47e+11,155.2127523,2372.54192362,2448.322754,75.78083038,4021,9,1479,150,2567.895062,40.3587963,2527.5362657,-32.02317637
"Epitheca_princeps",67,0.891742730167389,0.0988472178100725,2.65e+12,114.8142909,1335.680781771,1340.903809,5.223027229,1931,-171,1181,20,1293.287809,3.959390863,1289.328418137,-72.78056271
"Epitheca_semiaquea",34.5,0.91463305725628,0.151983459523004,4.83e+11,138.5512325,348.05177884,368.7714539,20.71967506,1469,-35,253,63,431.1311728,6.850308642,424.280864158,-33.58088109
"Epitheca_sepia",40,0.912823493386637,0.254080474310496,75530444146,211.0277361,33.67238236,46.31188202,12.63949966,110,-42,2,48,47.18209877,8.704974271,38.477124499,72.90400423
"Epitheca_spinigera",45,0.906302451321275,0.161658332701906,1.54e+12,48.62872016,1712.01102427,1746.462158,34.45113373,3225,-89,1078,116,1657.034722,10.31404321,1646.72067879,-151.9627798
"Epitheca_spinosa",44.5,0.904754837474351,0.0962114483937307,98469264194,140.03461,340.28900911,351.0279236,10.73891449,619,-16,113,30,409.1049383,15.80401235,393.30092595,-29.32882099
"Epitheca_stella",44,0.894350069830268,-0.27557910525733,85467001216,204.1488361,90.035007953,95.31539154,5.280383587,423,-7,2,20,66.57947531,3.662808642,62.916666668,71.25161886
"Erpetogomphus_compositus",50.5,0.887624619252636,-0.357647997507532,7.28e+11,137.3650512,2551.6152425,2593.289063,41.6738205,4206,-121,1753,632,2246.73534,-8.634259259,2255.369599259,-28.62173796
"Erpetogomphus_crotalinus",52,0.877125317909773,-0.694886946900609,56016680469,181.7499207,571.990478,1797.908813,1225.918335,2838,119,1296,2211,1701.680556,1005.699074,695.981482,35.56208019
"Erpetogomphus_designatus",52,0.881049192932479,-0.556236615889961,1.18e+12,152.9860364,1620.28920541,1636.562744,16.27353859,3536,-14,1189,73,1854.62963,18.13053613,1836.49909387,-33.11423171
"Erpetogomphus_eutainia",41,0.872119456412924,-1.13556013017522,44544966633,215.6370468,977.0841298,1101.073853,123.9897232,2661,1,157,309,485.2106481,75.8132716,409.3973765,73.44481754
"Erpetogomphus_heterodon",52.5,0.886571844838568,-0.351551264294044,20727758393,116.1401978,668.980712,2164.66748,1495.686768,3222,1217,1391,2963,2351.547068,2052.290123,299.256945,-68.64900017
"Erpetogomphus_lampropeltis",48.5,0.884691681817666,-0.505153309564823,1.97e+11,153.0216727,1829.4566646,2164.66748,335.2108154,3396,-79,1391,1578,2421.420525,130.8727422,2290.5477828,-11.11505029
"Erythemis_attala",43,0.945269582082263,1.419014851656,1.57e+11,213.6622492,1435.42983041,1451.703369,16.27353859,3536,-2,314,33,901.337963,14.4992284,886.8387346,79.11000099
"Erythemis_collocata",41,0.929021299132443,0.827755965620309,1.53e+12,120.2248798,2668.6919025,2710.365723,41.6738205,4206,-121,1751,372,2733.010802,-56.17515432,2789.18595632,-32.42089291
"Erythemis_mithroides",46,0.921047483801923,0.687272269339342,68055228209,226.8738327,1123.44349598,1135.60376,12.16026402,3054,0,66,30,361.6458333,21.7183642,339.9274691,106.1450895
"Erythemis_peruviana",39.5,0.934087690576127,0.955468696691357,22943014285,235.6944351,181.60371403,260.0237122,78.41999817,2448,-3,0,811,131.1311728,30.0634058,101.067767,128.1012802
"Erythemis_plebeja",44.5,0.925189155813904,0.789968502166222,4.33e+11,221.6116153,1574.419697777,1576.452271,2.032573223,3536,-21,314,7,901.337963,1.421875,899.916088,91.79369188
"Erythemis_simplicicollis",41,0.929021299132443,0.827755965620309,4.8e+12,131.8308164,2709.167703257,2710.365723,1.198019743,4187,-171,1562,7,2138.991512,-5.181818182,2144.173330182,-50.90398265
"Erythemis_vesiculosa",57.5,0.907328675945697,0.467940131640222,9.81e+11,208.3025068,1925.322162777,1927.354736,2.032573223,3536,-39,1337,7,2047.08179,1.421875,2045.659915,62.79374493
"Erythrodiplax_basifusca",28,0.947420967563639,1.01512100118403,66664382287,208.2014665,1331.15531883,1409.575317,78.41999817,3431,-3,565,811,1441.032407,85.67978395,1355.35262305,72.59335606
"Erythrodiplax_berenice",33,0.908922338785113,-0.0917384752443751,1.05e+12,174.7386554,1216.465554257,1217.663574,1.198019743,2502,-78,1022,4,1141.095679,-0.06741573,1141.16309473,26.80272
"Erythrodiplax_funerea",40,0.917457538378331,0.411373837310641,1.81e+11,222.5336885,2028.81571231,2039.607056,10.79134369,2838,-39,1801,496,2011.564815,4.391752577,2007.173062423,90.59829611
"Erythrodiplax_fusca",27,0.930887376975407,0.428031935381027,78019871294,208.3675145,1372.2373961,1451.703369,79.4659729,3536,1,314,233,901.337963,40.3587963,860.9791667,66.44126729
"Erythrodiplax_minuscula",26,0.903729814265874,-0.533407983405139,1.08e+12,174.34545,804.366932142,808.1276245,3.760692358,1931,-78,332,13,949.6427469,2.38,947.2627469,14.97763392
"Erythrodiplax_umbrata",41.5,0.903803787335234,-0.0136585113739866,1.09e+12,197.0215038,2089.227987539,2091.089844,1.861856461,3536,-20,1722,4,2047.08179,1.421875,2045.659915,47.22889269
"Gomphaeschna_antilope",56,0.868621633611326,-0.915535478501196,3.26e+11,141.8814744,788.205921442,791.9666138,3.760692358,1444,-78,259,17,1043.031636,4.535864979,1038.495771021,-23.32566692
"Gomphaeschna_furcillata",56.5,0.862923261545953,-1.11015274471619,1.18e+12,104.2997603,549.61795715,555.312439,5.69448185,1834,-78,332,21,721.8881173,4.450934579,717.437182721,-77.55959641
"Gomphus_abbreviatus",34.5,0.891566418094456,-0.641447650266626,1.66e+11,90.82673705,439.618926,453.5667419,13.9478159,1190,-16,221,42,409.1049383,12.72151899,396.38341931,-93.57771934
"Gomphus_adelphus",42,0.871691955352077,-1.12413609465942,1.69e+11,60.35716328,722.51297763,791.9666138,69.45363617,1482,-16,273,350,1025.782407,53.56302521,972.21938179,-136.8501089
"Gomphus_apomyius",36,0.886852807234542,-0.759032440996947,20708728808,173.0445709,107.7762489,148.4671478,40.6908989,295,-1,49,115,119.2160494,45.83487654,73.38117286,11.82148457
"Gomphus_australis",53,0.839284511751168,-2.04367965444144,42428779309,196.8922348,27.07823563,47.12534714,20.04711151,147,-4,9,71,59.24537037,26.72299383,32.52237654,48.91700256
"Gomphus_borealis",46.5,0.858413283372231,-1.48837817286687,61246350211,48.18697139,418.1552887,544.2043457,126.049057,1482,-1,192,350,739.7561728,71.16435185,668.59182095,-158.134685
"Gomphus_cavillaris*",41,0.838415211361047,-2.35982655605682,85705133880,203.5160904,87.44716358,98.13444519,10.68728161,180,-15,30,25,64.51929012,9.95631068,54.56297944,60.16125931
"Gomphus_crassus",56.5,0.870435294717382,-0.840913223116181,1.35e+11,115.0318004,132.2950744,335.3005676,203.0054932,572,106,221,291,348.3888889,191.5285494,156.8603395,-70.01460103
"Gomphus_descriptus",50,0.873646877554422,-0.861699319420086,1.18e+11,72.5563689,668.5704575,791.9666138,123.3961563,1469,-8,259,337,1043.031636,120.5061728,922.5254632,-117.7071692
"Gomphus_dilatatus",70,0.859282647927072,-1.00449455122898,2.73e+11,183.8242622,406.93190861,413.6756897,6.74378109,1444,-14,185,30,315.0138889,11.72222222,303.29166668,28.98983038
"Gomphus_diminutus",41,0.838415211361047,-2.35982655605682,10187822482,165.7679596,0,47.12534714,47.12534714,147,9,9,147,59.24537037,55.72145062,3.52391975,-3.663929462
"Gomphus_exilis",44.5,0.848079302676197,-1.91322012310979,9.66e+11,98.36519918,785.22283271,791.9666138,6.74378109,1823,-171,396,30,1043.031636,9.075829384,1033.955806616,-84.80253973
"Gomphus_externus",55.5,0.858978719909363,-1.27222168784638,1.02e+12,116.7209471,2056.35162973,2078.02002,21.66839027,3380,-7,1394,79,2063.042438,19.51234568,2043.53009232,-88.28102553
"Gomphus_fraternus",51.5,0.867095204509777,-1.06282724050934,9.68e+11,71.56558905,592.06236263,638.3775024,46.31513977,1482,-6,378,214,657.1643519,25.1242284,632.0401235,-133.7465618
"Gomphus_geminatus",43,0.871302943791353,-1.1119745393748,42348879912,188.8253975,136.33671184,170.312149,33.97543716,401,-1,63,97,140.2229938,46.15895062,94.06404318,35.26100492
"Gomphus_graslinellus",50,0.881893470729733,-0.569866620189277,5.02e+11,110.2393137,1289.6299519,1400.039185,110.4092331,2785,51,816,193,1085.509259,102.4243827,983.0848763,-84.06987169
"Gomphus_hodgesi",42.5,0.858480417592157,-1.58544032654267,42460959513,190.2387848,64.15900803,98.13444519,33.97543716,180,-1,30,99,65.09953704,18.53785489,46.56168215,36.39062214
"Gomphus_hybridus",51,0.847495494825988,-1.78380939295692,3.03e+11,154.0537631,197.36237336,213.7749939,16.41262054,401,-20,159,64,229.4521605,11.68981481,217.76234569,-23.82064552
"Gomphus_lineatifrons",68,0.882968746014212,-0.191908174200452,2.94e+11,103.4619228,719.31287383,808.1276245,88.81475067,1676,-6,303,283,846.3734568,94.12654321,752.24691359,-82.81232262
"Gomphus_lividus",52,0.873139647045158,-0.836357283175145,6.88e+11,110.1858345,772.64397433,791.9666138,19.32263947,1823,-78,332,56,1043.031636,15.70776256,1027.32387344,-70.1466158
"Gomphus_militaris",50,0.873646877554422,-0.861699319420086,4e+11,144.2882199,2324.3330308,2448.322754,123.9897232,4021,43,1479,270,1627.753858,151.8572531,1475.8966049,-53.75258017
"Gomphus_minutus",46.5,0.863192386529213,-1.31592116812008,1.07e+11,202.378624,180.57660389,191.2638855,10.68728161,345,-42,77,25,167.2283951,9.95631068,157.27208442,58.45057424
"Gomphus_modestus",59,0.875413836313481,-0.615863644329451,63524927780,189.2547226,81.79916383,101.1218033,19.32263947,193,-2,44,82,116.6905864,36.33564815,80.35493825,28.03429468
"Gomphus_oklahomensis",47.5,0.863102252573145,-1.2956300232721,62936180962,181.8973312,316.07714083,335.3997803,19.32263947,547,-20,224,82,255.4884259,26.42746914,229.06095676,15.74693298
"Gomphus_ozarkensis",51.5,0.867095204509777,-1.06282724050934,1.2e+11,143.6843669,345.48596573,395.0177002,49.53173447,792,21,229,124,416.2075617,54.48919753,361.71836417,-48.58953331
"Gomphus_parvidens",42.5,0.888705397486034,-0.510616570439806,58862462557,126.8017934,689.3293533,791.3018188,101.9724655,1929,-8,246,220,764.5262346,41.15063521,723.37559939,-43.9364876
"Gomphus_quadricolor",43.5,0.863584147387542,-1.37559365261698,1.88e+11,96.88375978,703.15186313,791.9666138,88.81475067,1438,-6,378,283,769.9305556,112.3765432,657.5540124,-92.09444027
"Gomphus_sandrius",50,0.873646877554422,-0.861699319420086,10066272986,142.6611938,0,263.7787476,263.7787476,572,154,154,572,226.3904321,226.3904321,0,-33.39920044
"Gomphus_septima",57.5,0.870322726907803,-0.825524912876122,79427089018,139.7025948,411.17818455,434.2283936,23.05020905,1190,-8,100,66,377.6844136,41.49537037,336.18904323,-32.5690912
"Gomphus_spicatus",58,0.820650481122449,-2.64139445074581,4.71e+11,66.87217942,474.75070953,544.2043457,69.45363617,1249,-16,396,228,600.7908951,37.31025855,563.48063655,-132.4088713
"Gomphus_vastus",52,0.869090202747102,-0.980754148062447,1.15e+12,101.6081554,769.63342853,791.3018188,21.66839027,1929,-15,503,79,730.9436728,10.31404321,720.62962959,-96.47334682
"Gomphus_ventricosus",50.5,0.854137394633813,-1.55221595952633,2.56e+11,82.06511961,705.7100143,791.3018188,85.5918045,1929,-6,332,296,669.2893519,48.44058642,620.84876548,-111.6875619
"Gomphus_viridifrons",45.5,0.868107840954682,-1.16358356887277,2.52e+11,89.85125902,582.7238006,808.1276245,225.4038239,1929,-1,332,360,900.1381173,189.8518519,710.2862654,-96.39325919
"Gomphus_westfalli",42,0.844644054602144,-2.10325223242073,10642455822,192.3479614,0,47.94141388,47.94141388,107,0,0,107,46.15895062,46.15895062,0,42.65855408
"Gynacantha_nervosa",77.5,0.906052869570986,0.754393835632829,2.64e+11,220.0218004,1600.455585777,1602.488159,2.032573223,2838,-15,651,7,1560.296296,1.7,1558.596296,95.61347183
"Hagenius_brevistylus",81.5,0.900061457798897,0.603970290098487,2.4e+12,92.97528271,797.38871001,808.1276245,10.73891449,1931,-20,378,30,1062.557099,10.68055556,1051.87654344,-102.0841293
"Helocordulia_selysii",39.5,0.896509061728789,-0.320018960413482,2.87e+11,164.5364802,797.38871001,808.1276245,10.73891449,1676,-14,288,30,1062.557099,9.955212355,1052.601886645,-2.25521573
"Helocordulia_uhleri",43.5,0.873587518553145,-1.01784710678528,7.77e+11,65.06423507,767.52148441,791.9666138,24.44512939,1834,-16,447,93,1025.782407,27.2149088,998.5674982,-135.0289134
"Idiataphe_cubensis",38.5,0.922380460569531,0.53532828360107,1.32e+11,221.1059786,1249.296650777,1251.329224,2.032573223,3066,-15,700,7,1005.313272,2.026455026,1003.286816974,90.80848408
"Ladona_deplanata",36,0.924841213787579,0.54382497884077,1.65e+12,153.1165511,804.366932142,808.1276245,3.760692358,1931,-78,332,13,1144.834105,1.966292135,1142.867812865,-17.66328472
"Ladona_exusta",41.5,0.93022573394351,0.881408476655342,2.27e+11,81.56477465,523.48467064,544.2043457,20.71967506,1469,-18,101,63,587.0887346,7.585912487,579.502822113,-95.53539317
"Ladona_julia",41.5,0.921704179785972,0.595541275493508,2.31e+12,49.33697298,2188.83245861,2213.277588,24.44512939,4072,-41,1354,93,2411.179784,5.593380615,2405.586403385,-149.555179
"Lanthus_parvulus",36.5,0.877599772401658,-1.069571285209,3.77e+11,62.0892592,745.65147403,791.9666138,46.31513977,1929,-5,274,348,1043.031636,40.50462963,1002.52700637,-130.1831307
"Lanthus_vernalis",34.5,0.891566418094456,-0.641447650266626,3.21e+11,99.10840999,795.73640155,808.1276245,12.39122295,1931,-16,332,45,1157.099537,11.09567901,1146.00385799,-79.38631149
"Leucorrhinia_borealis",45,0.897827609565559,-0.130174366528906,5.32e+11,-20.14628244,3003.01528849,3015.890381,12.87509251,5149,-2,1927,35,3134.270062,17.39184061,3116.87822139,-246.3021088
"Leucorrhinia_frigida",30,0.915417413290142,0.0240200366725628,1.17e+12,54.9976095,534.08082966,555.312439,21.23160934,1834,-18,396,93,721.8881173,17.71245421,704.17566309,-150.1936981
"Leucorrhinia_glacialis",34.5,0.935957095630732,0.867872038073174,1.34e+12,41.08077312,2181.1453973,2213.277588,32.1321907,4275,-19,1324,103,2880.12037,5.593380615,2874.526989385,-154.8459791
"Leucorrhinia_hudsonica",29.5,0.939032907867473,0.79660432680373,2.74e+12,19.90591882,3006.34325423,3015.890381,9.54712677,5149,-48,1935,35,3534.316358,0.263157895,3534.053200105,-179.077498
"Leucorrhinia_intacta",31,0.925470492783746,0.399556877162609,2.67e+12,64.26144138,2646.63753166,2667.869141,21.23160934,4275,-89,1998,77,2642.194444,5.593380615,2636.601063385,-125.5670661
"Leucorrhinia_patricia",26.5,0.936196959580833,0.584027379958344,2.07e+11,-47.31426407,1568.42213036,1603.592407,35.17027664,4019,-3,796,244,1475.04784,62.63580247,1412.41203753,-283.1656395
"Leucorrhinia_proxima",34.5,0.91463305725628,0.151983459523004,1.91e+12,26.87404685,2835.74725361,2860.192383,24.44512939,4142,-19,1998,93,3204.511574,19.75047801,3184.76109599,-179.618715
"Libellula_auripennis",54.5,0.928810818614968,1.13554416176861,1.08e+12,165.6832437,743.302345476,746.4153442,3.112998724,1931,-78,503,17,933.6149691,0.833333333,932.781635767,3.225197999
"Libellula_axilena",61,0.931344897214215,1.3448041589108,8.59e+11,164.4036996,1294.205238276,1297.318237,3.112998724,2147,-78,877,13,1541.797068,1.289867841,1540.507200159,5.974921296
"Libellula_comanche",51,0.93501111578028,1.26879661272609,8.55e+11,164.2953661,2324.4416585,2366.115479,41.6738205,4206,-121,1394,187,2733.010802,-56.17515432,2789.18595632,-9.632680485
"Libellula_composita",45.5,0.938656093622221,1.26343284246292,3.28e+11,126.9011181,2248.5821462,2366.115479,117.5333328,4206,-121,1416,635,2268.931327,5.087962963,2263.843364037,-50.29989128
"Libellula_croceipennis",56,0.922545991509651,0.955349181282812,9.51e+11,184.620738,2155.82362298,2167.983887,12.16026402,3536,-79,1592,30,2282.733796,19.51234568,2263.22145032,26.32408139
"Libellula_cyanea",43.5,0.934689629817118,1.08217369608557,1.56e+12,124.6700001,788.205921442,791.9666138,3.760692358,1931,-78,332,17,1062.557099,4.730472103,1057.826626897,-56.44460695
"Libellula_flavida",49.5,0.938899873568057,1.36469912238361,7.55e+11,160.790853,806.328031051,808.1276245,1.799593449,1931,-78,288,16,973.7145062,1.612716763,972.101789437,-9.864685018
"Libellula_forensis",50,0.936487756090967,1.295910630023,1.42e+12,80.01413381,2991.25964179,3015.890381,24.63073921,4275,-89,1961,81,3115.817901,2.454475309,3113.363425691,-70.32252303
"Libellula_jesseana",53.5,0.920566508765251,0.83811204874738,43289487319,212.6336136,15.44415283,33.97543716,18.53128433,99,-4,1,71,47.18209877,8.704974271,38.477124499,76.94467545
"Libellula_luctuosa",46,0.956882942729808,1.87291323867292,4.96e+12,116.7072894,2706.470986233,2710.365723,3.894736767,4206,-171,1753,13,2800.040895,-56.17515432,2856.21604932,-69.66690264
"Libellula_needhami",54.5,0.931842522482981,1.23676937443473,1.04e+12,178.5858142,1249.529630551,1251.329224,1.799593449,2282,-78,700,7,1005.313272,1.13559322,1004.17767878,24.23305666
"Libellula_nodisticta",49,0.944622410672924,1.54221929253336,4.07e+11,103.6821999,2545.5634845,2587.237305,41.6738205,4206,-79,1961,632,2837.547068,56.3117284,2781.2353396,-53.09279507
"Libellula_pulchella",54.5,0.946473155371718,1.72068574684947,5.11e+12,96.94940741,2986.319618276,2989.432617,3.112998724,4206,-171,2162,13,2880.12037,1.01e-12,2880.12037,-91.45874467
"Libellula_quadrimaculata",44,0.935724598022034,1.12919100250059,3.74e+12,43.67492485,3006.34325423,3015.890381,9.54712677,4228,-108,2162,35,3314.653549,0.263157895,3314.390391105,-148.0451652
"Libellula_saturata",56.5,0.932319227594743,1.29251968408264,2.45e+12,141.5060072,2432.7512285,2474.425049,41.6738205,4206,-121,1751,163,2882.805556,-56.17515432,2938.98071032,-19.01419552
"Libellula_semifasciata",46.5,0.918454049565816,0.61164263000397,1.63e+12,122.0832639,804.366932142,808.1276245,3.760692358,1929,-78,332,13,990.3811728,1.966292135,988.414880665,-53.77195822
"Libellula_vibrans",59.5,0.954967031401601,2.09529325983193,2.32e+12,153.61558,803.344022251,805.1436157,1.799593449,1931,-78,563,13,1062.557099,1.289867841,1061.267231159,-18.53732277
"Macromia_alleghaniensis",68.5,0.913385750116756,0.868236709467203,1.06e+11,116.2490144,770.00745959,791.3018188,21.29435921,1929,-78,246,56,900.1381173,23.39979232,876.73832498,-61.46000342
"Macromia_annulata",70.5,0.904722272500807,0.60403413837382,1.67e+11,176.8973007,1138.1976011,1217.663574,79.4659729,2606,9,1022,233,1216.310185,40.3587963,1175.9513887,-4.355175316
"Macromia_illinoiensis",70.5,0.902209052937365,0.517625717668522,2.04e+12,99.87833163,797.38871001,808.1276245,10.73891449,1931,-78,503,30,900.1381173,10.31404321,889.82407409,-93.2672226
"Macromia_magnifica",71.5,0.880905534877622,-0.209061509074645,2.83e+11,100.0308892,2078.6582105,2120.332031,41.6738205,4206,-27,1154,632,1686.310185,85.16358025,1601.14660475,-42.18982285
"Macromia_margarita",75,0.901408456900873,0.558489547405192,30320368454,135.7381337,463.2906494,791.3018188,328.0111694,1929,142,246,1227,900.1381173,463.996142,436.1419753,-32.07079951
"Macromia_pacifica",69,0.893739831487353,0.200870093459709,3.11e+11,126.5051279,979.1864552,1035.914185,56.7277298,1272,-72,816,163,1043.798611,13.28338509,1030.51522591,-67.74546453
"Macromia_taeniolata",83,0.896346693883713,0.495675148526778,1.09e+12,145.7009969,787.541126442,791.3018188,3.760692358,1929,-171,325,17,669.2893519,5.932098765,663.357253135,-28.66014533
"Macrothemis_imitans",35,0.916393129919492,0.227616497878828,77333219882,208.8022439,1052.6107409,1135.60376,82.9930191,3054,-1,222,309,650.8526235,126.4050926,524.4475309,62.59315055
"Macrothemis_inacuta",45,0.926365427482101,0.841794613580607,1.76e+11,206.5922217,1924.27824383,2002.698242,78.41999817,3536,-3,816,233,1552.867284,14.26311728,1538.60416672,57.76622677
"Macrothemis_inequiunguis",34.5,0.925496294392802,0.518744296692944,1.1e+11,208.1889557,1011.6140368,1135.60376,123.9897232,3054,-2,261,309,650.8526235,92.32021605,558.53240745,59.82947117
"Macrothemis_pseudimitans",41.5,0.917339751743421,0.448105441149998,1.92e+11,209.1746548,1429.7197569,1602.488159,172.7684021,3536,-2,816,734,2154.929784,48.6238806,2106.3059034,80.31190379
"Miathyria_marcella",38.5,0.940648775511835,1.14452807046856,6.41e+11,201.0410211,2103.809460413,2109.089844,5.280383587,3536,-20,1722,16,2047.08179,1.797546012,2045.284243988,56.57486008
"Micrathyria_aequalis",30.5,0.91742099535419,0.110215595128895,3.15e+11,228.5183427,1597.207775413,1602.488159,5.280383587,3536,-39,700,20,2026.723765,4.528548124,2022.195216876,103.0141854
"Micrathyria_didyma",38,0.925695140163981,0.632296012974197,2.25e+11,227.3150902,1449.670795777,1451.703369,2.032573223,3536,-6,314,7,901.337963,2.026455026,899.311507974,103.7332016
"Micrathyria_hagenii",34,0.9346284485087,0.807597898978003,5.92e+11,206.1486782,2101.320734274,2109.089844,7.769109726,3536,-14,1644,19,2306.636574,3.48,2303.156574,54.92036451
"Nannothemis_bella",19,0.857796226099167,-2.50068563273386,9.15e+11,76.13943698,613.18192291,623.9208374,10.73891449,1834,-35,376,30,609.1527778,7.585912487,601.566865313,-115.9663573
"Nasiaeschna_pentacantha",67.5,0.911523267843814,0.788566091534686,1.32e+12,136.8326928,626.569984676,629.6829834,3.112998724,1123,-171,445,16,646.2106481,1.289867841,644.920780259,-42.04376742
"Neurocordulia_alabamensis",44,0.907456427052652,0.176327318610022,30896551290,164.5458476,254.3426399,295.0335388,40.6908989,673,-1,156,115,301.5979938,71.66126543,229.93672837,-0.149410248
"Neurocordulia_michaeli",41.5,0.908392042835359,0.143634851626158,25905535196,42.59199969,201.6873322,327.7363892,126.049057,527,0,108,350,253.0493827,118.1018519,134.9475308,-173.4906667
"Neurocordulia_molesta",49,0.917188467878201,0.62673456703857,2.9e+11,123.9379865,389.2788887,408.7684021,19.4895134,506,-7,304,108,414.0779321,11.68981481,402.38811729,-72.84313396
"Neurocordulia_obsoleta",45.5,0.903679285203044,0.0838439483725766,1.9e+11,110.7486338,314.0633535,328.0111694,13.9478159,1227,-18,207,42,325.683642,16.83873457,308.84490743,-70.34744692
"Neurocordulia_virginiensis",45.5,0.91980357319114,0.633204137257767,61313590798,161.3273119,367.36380768,413.6756897,46.31188202,1444,0,142,110,764.5262346,40.88503086,723.64120374,-9.687543052
"Neurocordulia_xanthosoma",50,0.926462070378266,0.961573874887364,3.56e+11,160.1513718,799.454071,901.5137939,102.0597229,1058,43,643,180,670.6311728,104.8611111,565.7700617,-28.89625131
"Neurocordulia_yamaskanensis",50,0.901416101010435,0.110269660689424,3.35e+11,69.86398093,761.81248473,808.1276245,46.31513977,1676,-6,332,350,846.3734568,36.2037037,810.1697531,-134.0431284
"Octogomphus_specularis",52,0.864974910947886,-1.12818998240595,4.24e+11,109.047154,2078.6582105,2120.332031,41.6738205,4206,-41,1271,227,2273.584105,6.344135802,2267.239969198,-14.07827061
"Ophiogomphus_acuminatus",51,0.877451817068786,-0.704804712668955,10066272986,144.1260071,0,236.2287445,236.2287445,338,106,106,338,262.3811728,226.0285494,36.3526234,-36.40200043
"Ophiogomphus_anomalus",41.5,0.869282058606338,-1.22337795541472,1.46e+11,41.43834406,364.15427403,433.6079102,69.45363617,1057,-3,269,386,482.337963,69.359,412.978963,-175.4602428
"Ophiogomphus_arizonicus",51,0.885400425787339,-0.424684045383776,71654274877,112.8029709,755.208374,2164.66748,1409.459106,3708,599,1609,2524,2667.399691,1542.752315,1124.647376,-64.31531443
"Ophiogomphus_aspersus",45,0.875361164571293,-0.917346347586056,1.95e+11,54.00071683,520.34667203,529.8937988,9.54712677,1834,-4,192,52,754.2955247,10.31404321,743.98148149,-146.7244745
"Ophiogomphus_australis",53,0.820618888727137,-2.74230604197732,31927367467,193.2294515,5.31695176,40.6908989,35.37394714,115,-14,-1,97,71.66126543,45.83487654,25.82638889,42.08968989
"Ophiogomphus_bison",50,0.877803427975833,-0.714263485076576,2.58e+11,109.6665226,2133.44062816,2213.277588,79.83695984,4072,-27,1324,227,2336.909722,56.3117284,2280.5979936,-15.25382947
"Ophiogomphus_carolus",42.5,0.868940657762332,-1.20924295797569,4.34e+11,46.91899504,655.11179347,689.5629272,34.45113373,1834,-3,340,167,761.128858,32.4227027,728.7061553,-156.2378332
"Ophiogomphus_colubrinus",44.5,0.887183617751494,-0.512988338473765,7.67e+11,16.93601418,1549.83759851,1567.976196,18.13859749,2950,-3,834,48,1116.693673,16.59480724,1100.09886576,-213.2033653
"Ophiogomphus_edmundo",46.5,0.85354484603005,-1.66504890950032,20375644965,143.923996,6.9549255,413.6756897,406.7207642,1444,142,185,1185,887.8688272,335.3371914,552.5316358,-22.77479935
"Ophiogomphus_howei",32.5,0.860535957497161,-1.80787897823072,73614457146,78.75680017,532.0764465,808.1276245,276.051178,1676,15,303,440,846.3734568,193.5679012,652.8055556,-119.4675994
"Ophiogomphus_incurvatus",41.5,0.884623743303767,-0.679946381611333,49686823129,134.5659973,684.7314682,808.1276245,123.3961563,1676,-8,288,295,887.8688272,104.9290123,782.9398149,-35.95039978
"Ophiogomphus_mainensis",44,0.880559599949261,-0.758280496790641,3.49e+11,59.3220321,758.65958403,808.1276245,49.46804047,1931,-16,288,167,1025.782407,45.42438272,980.35802428,-138.9901088
"Ophiogomphus_morrisoni",51.5,0.887082326862488,-0.354942542000621,1.99e+11,90.4717093,2106.8361516,2366.115479,259.2793274,4206,-27,1416,958,2613.38966,289.3770492,2324.0126108,-53.53126787
"Ophiogomphus_occidentis",49,0.878182038690887,-0.723214732092498,3.16e+11,78.41984378,1981.1353835,2022.809204,41.6738205,4072,-41,1233,632,2272.608796,6.344135802,2266.264660198,-54.32221854
"Ophiogomphus_rupinsulensis",49.5,0.86735365671198,-1.09738141658332,9.31e+11,59.20020295,483.57865903,529.8937988,46.31513977,1834,-16,396,185,517.7785494,31.67669753,486.10185187,-151.6771396
"Ophiogomphus_severus",50.5,0.875576377003404,-0.782165529680016,9.11e+11,53.30308327,2760.4123684,2865.549316,105.1369476,4188,-89,2118,486,3132.320988,141.1616242,2991.1593638,-122.1639173
"Ophiogomphus_smithi",46.5,0.863192386529213,-1.31592116812008,17674527266,61.93959808,41.4694214,330.645752,289.1763306,447,194,218,400,323.8580247,288.7685185,35.0895062,-170.3885956
"Ophiogomphus_susbehcha",51,0.847495494825988,-1.78380939295692,35719459893,72.83179951,302.10680391,364.4490967,62.34229279,544,-4,269,145,414.7175926,63.65509259,351.06250001,-148.7665987
"Ophiogomphus_westfalli",49.5,0.871660995522278,-0.94350442605374,78332912857,129.4547482,217.1819305,395.0177002,177.8357697,792,72,261,376,486.1990741,210.7746914,275.4243827,-68.70149946
"Oplonaeschna_armata",70.5,0.919261989325915,1.09926883422095,1.24e+11,141.7411652,1430.6210332,2086.95752,656.3364868,3708,314,1636,1787,2453.763117,688.283179,1765.479938,-30.59549994
